Mã Giao Dịch,Tên Khách Hàng,Số Điện Thoại,Kênh Bán,Doanh Thu,Ngày Tạo
TRX-2026-00919,Trần Hoài Quân,0967077522,Facebook Ads,7980000,03/08/2026
,HỒ VĂN VINH,0918.449.581,TikTok Shop,6229000,03/08/2026
TRX-2026-00921,Ngô Thị Nam,0983347785,Shopee,1191000,01/08/2026
TRX-2026-00922,Hoàng Thanh Uyên,0913225888,Lazada,3719000,03/08/2026
TRX-2026-00923,Đỗ Quang Hải,0940480980,Cửa Hàng Trực Tiếp,3244000,07/08/2026
TRX-2026-00924,   dương ngọc phúc  ,915483398,Shopee,2362000,08/08/2026
TRX-2026-00782,PHAN VĂN BÌNH,0933016944,Tiki,4341000,07/08/2026
TRX-2026-00926,Trần Thị Tâm,0984876269,Cửa Hàng Trực Tiếp,7469000,02/08/2026
TRX-2026-00927,Dương Đức Giang,0970 516 396,Cửa Hàng Trực Tiếp,7784000,03/08/2026
TRX-2026-00928,Lê Văn Quân,0982.626.170,Tiki,4484000,07/08/2026
TRX-2026-00929,Nguyễn Anh Nam,0946485062,Shopee,6741000,09/08/2026
TRX-2026-00930,BÙI ANH HƯƠNG,978675549,Facebook Ads,2392000,09/08/2026
TRX-2026-00931,   trần hoài giang  ,0919214906,TikTok Shop,2972000,06/08/2026
TRX-2026-00932,Võ Xuân Hương,0929065062,Tiki,2887000,02/08/2026
TRX-2026-00933,Huỳnh Đức Linh,0960639513,Website,7438000,09/08/2026
TRX-2026-00934,Trần Văn Dũng,0951126985,Tiki,3647000,08/08/2026
TRX-2026-00935,VŨ VĂN AN,0985891589,Website,1074000,09/08/2026
TRX-2026-00936,Trần Hồng An,968364355,Cửa Hàng Trực Tiếp,1954000,07/08/2026
TRX-2026-00937,Ngô Minh Dũng,0993616362,Lazada,6609000,10/08/2026
TRX-2026-00938,   huỳnh hồng sơn  ,0926118239,Cửa Hàng Trực Tiếp,4352000,06/08/2026
TRX-2026-00939,Lê Đức Bình,0976060780,Cửa Hàng Trực Tiếp,691000,07/08/2026
TRX-2026-00940,HOÀNG THANH GIANG,0932647620,Shopee,3950000,07/08/2026
TRX-2026-00941,Võ Đức Dũng,0961669834,Shopee,6136000,09/08/2026
TRX-2026-00942,Vũ Minh Vinh,941949204,Website,7778000,01/08/2026
TRX-2026-00943,Bùi Văn Hải,0935162833,Lazada,7345000,05/08/2026
TRX-2026-00944,Dương Đức Quân,0961.559.103,Tiki,907000,05/08/2026
TRX-2026-00945,   hoàng minh tâm  ,0988 726 644,Website,3194000,01/08/2026
TRX-2026-00946,Hoàng Hoài Nam,0981610734,Cửa Hàng Trực Tiếp,3365000,02/08/2026
TRX-2026-00947,Đỗ Thị Hương,0916032365,Website,5968000,06/08/2026
TRX-2026-00948,Phạm Đức Khánh,974214982,Website,5944000,02/08/2026
TRX-2026-00949,Đặng Thị An,0944196251,Tiki,391000,03/08/2026
TRX-2026-00718,DƯƠNG ANH HƯƠNG,0925680179,Shopee,0,07/08/2026
TRX-2026-00951,Phạm Hồng Linh,0927255991,Cửa Hàng Trực Tiếp,7118000,05/08/2026
TRX-2026-00952,   huỳnh hoài hương  ,0956.453.508,Cửa Hàng Trực Tiếp,2011000,01/08/2026
TRX-2026-00953,Ngô Thành Quân,0990345184,Website,2803000,06/08/2026
TRX-2026-00954,Phan Anh Uyên,991001836,Shopee,4504000,01/08/2026
TRX-2026-00955,ĐẶNG HỒNG QUÂN,0946239910,Shopee,6632000,05/08/2026
TRX-2026-00956,Phạm Văn Cường,0952949648,Facebook Ads,5303000,05/08/2026
TRX-2026-00957,Hồ Thành Tâm,0946987377,Shopee,4427000,09/08/2026
TRX-2026-00958,Dương Xuân Dũng,0916554211,TikTok Shop,5682000,07/08/2026
TRX-2026-00959,   dương thị uyên  ,0986698898,Tiki,4528000,01/08/2026
,TRẦN QUANG NAM,931086448,Shopee,1318000,10/08/2026
TRX-2026-00961,Trần Anh Nam,0987038612,Facebook Ads,6997000,01/08/2026
TRX-2026-00962,Nguyễn Thành Hương,0915327650,Tiki,2697000,09/08/2026
TRX-2026-00963,Phạm Văn Khánh,0975 342 535,Lazada,436000,03/08/2026
TRX-2026-00964,Hoàng Anh Cường,0944183082,Lazada,8206000,05/08/2026
TRX-2026-00965,TRẦN MINH BÌNH,0992479073,Lazada,6832000,09/08/2026
TRX-2026-00966,   phan hoài an  ,977448450,Tiki,4720000,08/08/2026
TRX-2026-00967,Trần Minh Nam,0964263271,Facebook Ads,5201000,02/08/2026
TRX-2026-00968,Hoàng Thanh Khánh,0936.698.709,TikTok Shop,4892000,09/08/2026
TRX-2026-00969,Võ Thanh Em,0916544328,Tiki,3092000,07/08/2026
TRX-2026-00970,PHAN VĂN GIANG,0913094324,Facebook Ads,1627000,07/08/2026
TRX-2026-00971,Trần Quang Tâm,0936801437,TikTok Shop,4735000,07/08/2026
TRX-2026-00972,Hoàng Thị Tâm,975708669,Shopee,1811000,01/08/2026
TRX-2026-00973,   bùi thanh vinh  ,0970211035,TikTok Shop,3999000,09/08/2026
TRX-2026-00974,Trần Hoài Dũng,0946205287,Shopee,1817000,05/08/2026
TRX-2026-00395,VÕ QUANG HƯƠNG,0923875144,Shopee,849000,10/08/2026
TRX-2026-00976,Trần Thị Hải,0959.281.179,Lazada,6792000,02/08/2026
TRX-2026-00977,Đặng Quang Hương,0996725712,Tiki,7102000,08/08/2026
TRX-2026-00978,Nguyễn Quang Trang,927665563,Website,2499000,02/08/2026
TRX-2026-00979,Dương Ngọc Tâm,0978045127,Lazada,794000,07/08/2026
TRX-2026-00980,   ngô quang uyên  ,0911648662,Cửa Hàng Trực Tiếp,-500000,04/08/2026
TRX-2026-00981,Huỳnh Thị Dũng,0924 692 347,Website,2021000,08/08/2026
TRX-2026-00982,Ngô Thành Phúc,0970497560,Facebook Ads,2272000,01/08/2026
TRX-2026-00983,Trần Văn Nam,0910241909,Lazada,7832000,10/08/2026
TRX-2026-00984,Huỳnh Xuân Quân,997993340,Lazada,7422000,05/08/2026
TRX-2026-00985,ĐẶNG ĐỨC DŨNG,0994260556,TikTok Shop,2722000,10/08/2026
TRX-2026-00986,Hoàng Anh Uyên,0968435409,Lazada,317000,03/08/2026
TRX-2026-00987,   đặng hồng hải  ,0958635320,Tiki,2921000,02/08/2026
TRX-2026-00988,Phạm Đức Giang,0946574540,Shopee,6674000,04/08/2026
TRX-2026-00989,Phan Hồng Khánh,0925659694,Website,7859000,05/08/2026
TRX-2026-00990,NGUYỄN HOÀI KHÁNH,951239103,Shopee,5864000,07/08/2026
TRX-2026-00991,Bùi Xuân Khánh,0966949653,Website,5891000,06/08/2026
TRX-2026-00992,Hoàng Quang Cường,0931.812.082,Cửa Hàng Trực Tiếp,4096000,10/08/2026
TRX-2026-00993,Phạm Đức Hương,0946808618,Cửa Hàng Trực Tiếp,3374000,04/08/2026
TRX-2026-00994,   hoàng đức linh  ,0955639243,Cửa Hàng Trực Tiếp,7249000,09/08/2026
TRX-2026-00995,DƯƠNG THỊ LINH,0915545743,TikTok Shop,3485000,06/08/2026
TRX-2026-00996,Nguyễn Thị Em,933785588,Website,1997000,07/08/2026
TRX-2026-00997,Dương Thị Giang,0936087241,Tiki,8175000,04/08/2026
TRX-2026-00998,Trần Quang Cường,0918608038,Website,4443000,02/08/2026
TRX-2026-00999,Dương Minh Bình,0926 563 766,Shopee,565000,06/08/2026
,VŨ THANH EM,0984.264.100,Tiki,0,10/08/2026
